"No.","Time","MACSrc","Source","PortSrc","Protocol","MACDest","Destination","PortDst","Info","Length"
"1218769","12580.903827","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3864, FN=0, Flags=....R...","30"
"1218770","12580.904514","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3864, FN=0, Flags=....R...","30"
"1218771","12580.905258","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3864, FN=0, Flags=....R...","30"
"1218772","12580.906025","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3864, FN=0, Flags=....R...","30"
"1218773","12580.906731","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3864, FN=0, Flags=....R...","30"
"1218787","12580.935110","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3874, FN=0, Flags=........","30"
"1218789","12580.937024","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3874, FN=0, Flags=....R...","30"
"1218790","12580.937627","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3874, FN=0, Flags=....R...","30"
"1232210","12647.441552","00:13:ce:5e:c5:02","IntelCor_5e:c5:02","","802.11","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","Authentication, SN=3034, FN=0, Flags=........","30"
"1232211","12647.453790","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:ce:5e:c5:02","IntelCor_5e:c5:02","","Authentication, SN=3375, FN=0, Flags=........","30"
"1232726","12651.151986","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3704, FN=0, Flags=........","30"
"1232727","12651.152682","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3704, FN=0, Flags=....R...","30"
"1232728","12651.153363","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3704, FN=0, Flags=....R...","30"
"1232729","12651.154048","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3704, FN=0, Flags=....R...","30"
"1232730","12651.154734","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3704, FN=0, Flags=....R...","30"
"1232731","12651.155560","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3704, FN=0, Flags=....R...","30"
"1232732","12651.156326","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3704, FN=0, Flags=....R...","30"
"1232733","12651.157072","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:15:00:7b:f5:fb","IntelCor_7b:f5:fb","","Authentication, SN=3704, FN=0, Flags=....R...","30"
"1241712","12703.891587","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=937, FN=0, Flags=........","30"
"1241714","12703.892475","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=937, FN=0, Flags=....R...","30"
"1241715","12703.893095","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=937, FN=0, Flags=....R...","30"
"1241717","12703.900778","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=937, FN=0, Flags=....R...","30"
"1245646","12724.457797","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=........","30"
"1245647","12724.458931","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=....R...","30"
"1245648","12724.459609","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=....R...","30"
"1245649","12724.460869","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=....R...","30"
"1245650","12724.462400","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=....R...","30"
"1245652","12724.471206","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=....R...","30"
"1245653","12724.472599","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=....R...","30"
"1245654","12724.473324","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=....R...","30"
"1245655","12724.473855","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3357, FN=0, Flags=....R...","30"
"1245664","12724.507249","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3362, FN=0, Flags=........","30"
"1245665","12724.507885","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3362, FN=0, Flags=....R...","30"
"1247072","12730.522680","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4071, FN=0, Flags=........","30"
"1247073","12730.523744","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4071, FN=0, Flags=....R...","30"
"1247074","12730.524345","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4071, FN=0, Flags=....R...","30"
"1247075","12730.525072","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4071, FN=0, Flags=....R...","30"
"1247076","12730.526686","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4071, FN=0, Flags=....R...","30"
"1247674","12732.811427","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=273, FN=0, Flags=........","30"
"1247675","12732.812023","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=273, FN=0, Flags=....R...","30"
"1255131","12777.864882","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=660, FN=0, Flags=........","30"
"1255132","12777.865457","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=660, FN=0, Flags=....R...","30"
"1255133","12777.866098","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=660, FN=0, Flags=....R...","30"
"1255134","12777.866825","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=660, FN=0, Flags=....R...","30"
"1255135","12777.867611","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=660, FN=0, Flags=....R...","30"
"1255136","12777.868878","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=660, FN=0, Flags=....R...","30"
"1255137","12777.878670","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=660, FN=0, Flags=....R...[Malformed Packet]","33"
"1255139","12777.879780","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=660, FN=0, Flags=....R...","30"
"1255199","12778.237368","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=700, FN=0, Flags=........","30"
"1255200","12778.237983","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=700, FN=0, Flags=....R...","30"
"1255201","12778.245497","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=700, FN=0, Flags=....R...","30"
"1255202","12778.246362","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=700, FN=0, Flags=....R...","30"
"1259238","12806.224274","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:a5:18:b0","Apple_a5:18:b0","","Authentication, SN=3108, FN=0, Flags=........","30"
"1259239","12806.225863","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:a5:18:b0","Apple_a5:18:b0","","Authentication, SN=3108, FN=0, Flags=....R...","30"
"1259240","12806.226564","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:a5:18:b0","Apple_a5:18:b0","","Authentication, SN=3108, FN=0, Flags=....R...","30"
"1259241","12806.237473","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:11:24:a5:18:b0","Apple_a5:18:b0","","Authentication, SN=3108, FN=0, Flags=....R...","30"
"1271124","12852.403111","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2544, FN=0, Flags=........","30"
"1271125","12852.405126","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2544, FN=0, Flags=....R...","30"
"1271126","12852.406661","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2544, FN=0, Flags=....R...","30"
"1271127","12852.407428","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2544, FN=0, Flags=....R...","30"
"1271128","12852.408175","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2544, FN=0, Flags=....R...","30"
"1285211","12911.089863","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2253, FN=0, Flags=........","30"
"1285212","12911.090498","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2253, FN=0, Flags=....R...","30"
"1285213","12911.091158","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2253, FN=0, Flags=....R...","30"
"1285214","12911.100153","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2253, FN=0, Flags=....R...","30"
"1289636","12948.705207","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=921, FN=0, Flags=........","30"
"1289637","12948.705783","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=921, FN=0, Flags=....R...","30"
"1289638","12948.706404","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=921, FN=0, Flags=....R...","30"
"1291363","12969.955742","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2106, FN=0, Flags=........","30"
"1291364","12969.956318","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2106, FN=0, Flags=....R...","30"
"1291365","12969.957039","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2106, FN=0, Flags=....R...","30"
"1293042","12993.639107","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3371, FN=0, Flags=........","30"
"1294584","13006.241927","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=74, FN=0, Flags=........","30"
"1294585","13006.246086","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=74, FN=0, Flags=....R...","30"
"1294586","13006.254231","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=74, FN=0, Flags=....R...","30"
"1294587","13006.254936","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=74, FN=0, Flags=....R...","30"
"1297367","13038.939562","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2319, FN=0, Flags=........","30"
"1297368","13038.940197","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2319, FN=0, Flags=....R...","30"
"1297373","13038.944578","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2319, FN=0, Flags=....R...","30"
"1297374","13038.945365","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2319, FN=0, Flags=....R...","30"
"1297375","13038.946191","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2319, FN=0, Flags=....R...","30"
"1297376","13038.947016","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2319, FN=0, Flags=....R...","30"
"1297377","13038.947701","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2319, FN=0, Flags=....R...","30"
"1297378","13038.948406","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2319, FN=0, Flags=....R...","30"
"1298527","13061.540370","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3510, FN=0, Flags=........","30"
"1298528","13061.541651","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=3510, FN=0, Flags=....R...","30"
"1299293","13069.680770","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4056, FN=0, Flags=........","30"
"1299294","13069.681747","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4056, FN=0, Flags=....R...","30"
"1299295","13069.682958","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4056, FN=0, Flags=....R...","30"
"1299296","13069.683785","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4056, FN=0, Flags=....R...","30"
"1299297","13069.684551","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4056, FN=0, Flags=....R...","30"
"1299298","13069.686398","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4056, FN=0, Flags=....R...","30"
"1299299","13069.688004","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4056, FN=0, Flags=....R...","30"
"1299300","13069.688690","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=4056, FN=0, Flags=....R...","30"
"1300486","13084.296953","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=923, FN=0, Flags=........","30"
"1300487","13084.297668","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=923, FN=0, Flags=....R...","30"
"1300488","13084.298999","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=923, FN=0, Flags=....R...","30"
"1301492","13092.837821","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1573, FN=0, Flags=........","30"
"1301493","13092.838397","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1573, FN=0, Flags=....R...","30"
"1301494","13092.839502","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1573, FN=0, Flags=....R...","30"
"1301495","13092.840307","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1573, FN=0, Flags=....R...","30"
"1301496","13092.846872","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1573, FN=0, Flags=....R...","30"
"1301497","13092.847658","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1573, FN=0, Flags=....R...","30"
"1302951","13112.838424","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2698, FN=0, Flags=........","30"
"1302952","13112.839637","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=2698, FN=0, Flags=....R...","30"
"1306177","13173.473031","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1684, FN=0, Flags=........","30"
"1306178","13173.480223","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1684, FN=0, Flags=....R...","30"
"1306179","13173.487430","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1684, FN=0, Flags=....R...","30"
"1306180","13173.488728","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1684, FN=0, Flags=....R...","30"
"1306187","13173.506024","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1684, FN=0, Flags=....R...","30"
"1306188","13173.513733","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1684, FN=0, Flags=....R...","30"
"1306189","13173.518040","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1684, FN=0, Flags=....R...","30"
"1306190","13173.520366","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1684, FN=0, Flags=....R...","30"
"1306208","13174.002701","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1708, FN=0, Flags=........","30"
"1306209","13174.003696","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1708, FN=0, Flags=....R...","30"
"1306210","13174.004377","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1708, FN=0, Flags=....R...","30"
"1306211","13174.005143","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1708, FN=0, Flags=....R...","30"
"1306213","13174.016867","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1708, FN=0, Flags=....R...","30"
"1306214","13174.017573","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1708, FN=0, Flags=....R...","30"
"1306215","13174.018399","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1708, FN=0, Flags=....R...","30"
"1319309","13388.238498","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1637, FN=0, Flags=........","30"
"1319310","13388.239134","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1637, FN=0, Flags=....R...","30"
"1319311","13388.239834","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1637, FN=0, Flags=....R...","30"
"1319312","13388.247146","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1637, FN=0, Flags=....R...","30"
"1319313","13388.247912","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1637, FN=0, Flags=....R...","30"
"1319314","13388.248738","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1637, FN=0, Flags=....R...","30"
"1319315","13388.249544","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1637, FN=0, Flags=....R...","30"
"1319316","13388.250270","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1637, FN=0, Flags=....R...","30"
"1319483","13391.784813","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1792, FN=0, Flags=........","30"
"1319484","13391.785429","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1792, FN=0, Flags=....R...","30"
"1319485","13391.786070","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1792, FN=0, Flags=....R...","30"
"1319486","13391.786816","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1792, FN=0, Flags=....R...","30"
"1319487","13391.788271","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1792, FN=0, Flags=....R...","30"
"1319488","13391.788958","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1792, FN=0, Flags=....R...","30"
"1319489","13391.789664","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1792, FN=0, Flags=....R...","30"
"1319490","13391.797708","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1792, FN=0, Flags=....R...","30"
"1319645","13393.368019","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1891, FN=0, Flags=........","30"
"1319646","13393.368594","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1891, FN=0, Flags=....R...","30"
"1319647","13393.369391","00:0f:34:bd:4f:0c","Cisco_bd:4f:0c","","802.11","00:13:02:06:85:1c","IntelCor_06:85:1c","","Authentication, SN=1891, FN=0, Flags=....R...","30"
